1,"2020-03-07","2020-03-07",2100,0,1400,700,51,"orders","paid","{""name"":""Eulalia Shields"",""room_no"":""114""}"
2,"2020-04-06","2020-04-06",1700,566,568,566,52,"orders","paid","{""name"":""Carolina Kshlerin"",""room_no"":""114""}"
3,"2020-02-06","2020-02-06",15400,15400,0,0,53,"orders","paid",
4,"2020-02-06","2020-02-06",3350,3350,0,0,54,"orders","paid",
5,"2020-02-06","2020-02-06",9700,9700,0,0,55,"orders","paid",
6,"2020-04-06","2020-04-06",3300,3300,0,0,56,"orders","paid",
7,"2020-03-07","2020-03-07",8000,8000,0,0,57,"orders","paid",
8,"2020-04-06","2020-04-06",700,0,0,700,58,"orders","paid","{""name"":""Rukky Kofi"",""room_no"":""101""}"
9,"2020-02-06","2020-02-06",2000,0,2000,0,59,"orders","owing","{""name"":""Everardo Langosh"",""room_no"":""113""}"
10,"2020-04-02","2020-04-02",6000,0,4000,2000,60,"orders","paid","{""name"":""Josiah Hagenes"",""room_no"":""114""}"
11,"2020-04-06","2020-04-06",8350,2783,2784,2783,61,"orders","paid","{""name"":""Onie Nader"",""room_no"":""114""}"
12,"2020-03-07","2020-03-07",5000,5000,0,0,62,"orders","paid",
13,"2020-04-02","2020-04-02",4500,4500,0,0,63,"orders","paid",
14,"2020-04-06","2020-04-06",6350,6350,0,0,64,"orders","paid",
15,"2020-03-07","2020-03-07",8300,8300,0,0,65,"orders","paid",
16,"2020-04-06","2020-04-06",6700,6700,0,0,66,"orders","paid",
17,"2020-04-06","2020-04-06",5700,0,0,5700,67,"orders","paid","{""name"":""Rukky Kofi"",""room_no"":""101""}"
18,"2020-04-02","2020-04-02",12150,0,12150,0,68,"orders","owing","{""name"":""Clementina Gorczany"",""room_no"":""113""}"
19,"2020-04-02","2020-04-02",7000,0,4667,2333,69,"orders","paid","{""name"":""Claudia Miller"",""room_no"":""114""}"
20,"2020-02-06","2020-02-06",15400,5133,5134,5133,70,"orders","paid","{""name"":""Don Beatty"",""room_no"":""114""}"
21,"2020-02-06","2020-02-06",8350,8350,0,0,71,"orders","paid",
22,"2020-04-02","2020-04-02",6100,6100,0,0,72,"orders","paid",
23,"2020-02-06","2020-02-06",11300,11300,0,0,73,"orders","paid",
24,"2020-04-02","2020-04-02",8900,8900,0,0,74,"orders","paid",
25,"2020-04-06","2020-04-06",9700,9700,0,0,75,"orders","paid",
26,"2020-04-06","2020-04-06",11900,0,0,11900,76,"orders","paid","{""name"":""Rukky Kofi"",""room_no"":""101""}"
27,"2020-04-02","2020-04-02",2000,0,2000,0,77,"orders","owing","{""name"":""Narciso Tromp"",""room_no"":""113""}"
28,"2020-04-02","2020-04-02",2100,0,1400,700,78,"orders","paid","{""name"":""Moses Bergstrom"",""room_no"":""114""}"
29,"2020-03-07","2020-03-07",3000,1000,1000,1000,79,"orders","paid","{""name"":""Glen Haley"",""room_no"":""114""}"
30,"2020-04-06","2020-04-06",2000,2000,0,0,80,"orders","paid",
31,"2020-02-06","2020-02-06",7400,7400,0,0,81,"orders","paid",
32,"2020-04-02","2020-04-02",3400,3400,0,0,82,"orders","paid",
33,"2020-02-06","2020-02-06",2000,2000,0,0,83,"orders","paid",
34,"2020-03-07","2020-03-07",14650,14650,0,0,84,"orders","paid",
35,"2020-03-07","2020-03-07",2000,0,0,2000,85,"orders","paid","{""name"":""Rukky Kofi"",""room_no"":""101""}"
36,"2020-04-02","2020-04-02",3000,0,3000,0,86,"orders","owing","{""name"":""Ara Harris"",""room_no"":""113""}"
37,"2020-04-02","2020-04-02",6900,0,4600,2300,87,"orders","paid","{""name"":""Gladyce Medhurst"",""room_no"":""114""}"
38,"2020-04-02","2020-04-02",14900,4966,4968,4966,88,"orders","paid","{""name"":""Clara Larson"",""room_no"":""114""}"
39,"2020-04-02","2020-04-02",11400,11400,0,0,89,"orders","paid",
40,"2020-02-06","2020-02-06",5400,5400,0,0,90,"orders","paid",
41,"2020-03-07","2020-03-07",16550,16550,0,0,91,"orders","paid",
42,"2020-03-07","2020-03-07",2100,2100,0,0,92,"orders","paid",
43,"2020-03-07","2020-03-07",5000,5000,0,0,93,"orders","paid",
44,"2020-03-07","2020-03-07",5100,0,0,5100,94,"orders","paid","{""name"":""Rukky Kofi"",""room_no"":""101""}"
45,"2020-02-06","2020-02-06",5100,0,5100,0,95,"orders","owing","{""name"":""Michael Feest"",""room_no"":""113""}"
46,"2020-04-02","2020-04-02",6100,0,4067,2033,96,"orders","paid","{""name"":""Hobart Deckow"",""room_no"":""114""}"
47,"2020-04-06","2020-04-06",9500,3166,3168,3166,97,"orders","paid","{""name"":""Orville Miller"",""room_no"":""114""}"
48,"2020-04-06","2020-04-06",3400,3400,0,0,98,"orders","paid",
49,"2020-02-06","2020-02-06",10100,10100,0,0,99,"orders","paid",
50,"2020-02-06","2020-02-06",5100,5100,0,0,100,"orders","paid",
51,"2020-02-06","2020-02-06",5050,5050,0,0,101,"orders","paid",
